,comment,date,filters,page_id,page_name,raw,reaction,search_term,share,title
1125,,5 Jul 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
5 Jul 2018
  ·
  · Blood Donation at Johor Bahru 7- 8 July
3
3",,Blood Donation,,Blood Donation at Johor Bahru 7- 8 July
1126,,7 Sep 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
7 Sep 2018
  ·
  · Blood Donation at Penang 8 Sept
3
3",,Blood Donation,,Blood Donation at Penang 8 Sept
1127,,10 Aug 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
10 Aug 2018
  ·
  · Blood Donation at Johor Pekan Nanas
3
3",,Blood Donation,,Blood Donation at Johor Pekan Nanas
1128,,5 Oct 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
5 Oct 2018
  ·
  · Blood Donation at K. Lumpur and Selangor 5 October
2
2",,Blood Donation,,Blood Donation at K. Lumpur and Selangor 5 October
1129,,15 Jul 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
15 Jul 2018
  ·
  · Blood Donation at Johor Bahru , Today 10am - 4pm
2
2",,Blood Donation,,"Blood Donation at Johor Bahru , Today 10am - 4pm"
1130,,3 Jun 2018,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE4XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE4LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMThcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE4LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOC0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOC0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
3 Jun 2018
  ·
  · …awareness of the need for regular blood donations to ensure the quality, safety and availability of blood and blood products for patients in need. Transfusion of blood and blood products helps save millions of lives every year. It can help patients suffering from life-threatening conditions live longer and with a higher quality of life, and supports complex medical and surgical procedures. It also has an essential, life-saving role in maternal and child care and during the emergency response to man-made and natural disasters. A blood service that gives patients access to safe blood and blood products in sufficient quantity is a key component of an effective health system. An adequate supply can only be ensured through regular donations by voluntary, unpaid blood donors. However, in many countries, blood services face the challenge of making sufficient blood available, while also ensuring its quality and safety. Focus of this year’s campaign The theme of this year’s campaign is blood donation as an action of solidarity. It highlights the fundamental human values of altruism, respect, empathy and kindness which underline and sustain voluntary unpaid blood donation systems. We have adopted the slogan, “Be there for someone else. Give blood. Share life”, to draw attention to the roles that voluntary donation systems play in encouraging people to care for one another and generate social ties and a united community. The campaign aims to highlight stories of people whose lives have been saved through blood donation, as a way of motivating regular blood donors to continue giving blood, and to motivate people in good health who have never given blood to begin doing so, particularly young people. Activities may include commemorative events, meetings, publication of relevant stories, scientific conferences, publication of articles in national, regional and international scientific journals, and other activities that would help in promoting the theme of this year’s World Blood Donor Day. The objectives of this year’s campaign to celebrate and thank individuals who donate blood and to encourage those who have not yet donated blood to start donating; to raise wider awareness that blood donation is an altruistic action that benefits all of society and that an adequate supply can only be ensured through regular donations by voluntary, unpaid blood donors; to highlight the need for committed, year-round blood donation, in order to maintain adequate supplies and achieve national self-sufficiency of blood; to focus attention on blood donation as an expression of community participation in the health system, and the importance of community participation in maintaining sufficient, safe and sustainable blood supplies; to promote the community values of blood donation in enhancing community solidarity and social cohesion and in in encouraging people to care for one another and build a caring community; to promote international collaboration and ensure worldwide dissemination of and consensus on the principles of voluntary non-remunerated donation, while increasing blood safety and availability Host for World Blood Donor Day 2018 events The host country for World Blood Donor Day 2018 is Greece, through the Hellenic National Blood Centre. The global event will be held in Athens on 14 June 2018.
3
3
4 shares",3,Blood Donation,4,"…awareness of the need for regular blood donations to ensure the quality, safety and availability of blood and blood products for patients in need. Transfusion of blood and blood products helps save millions of lives every year. It can help patients suffering from life-threatening conditions live longer and with a higher quality of life, and supports complex medical and surgical procedures. It also has an essential, life-saving role in maternal and child care and during the emergency response to man-made and natural disasters. A blood service that gives patients access to safe blood and blood products in sufficient quantity is a key component of an effective health system. An adequate supply can only be ensured through regular donations by voluntary, unpaid blood donors. However, in many countries, blood services face the challenge of making sufficient blood available, while also ensuring its quality and safety. Focus of this year’s campaign The theme of this year’s campaign is blood donation as an action of solidarity. It highlights the fundamental human values of altruism, respect, empathy and kindness which underline and sustain voluntary unpaid blood donation systems. We have adopted the slogan, “Be there for someone else. Give blood. Share life”, to draw attention to the roles that voluntary donation systems play in encouraging people to care for one another and generate social ties and a united community. The campaign aims to highlight stories of people whose lives have been saved through blood donation, as a way of motivating regular blood donors to continue giving blood, and to motivate people in good health who have never given blood to begin doing so, particularly young people. Activities may include commemorative events, meetings, publication of relevant stories, scientific conferences, publication of articles in national, regional and international scientific journals, and other activities that would help in promoting the theme of this year’s World Blood Donor Day. The objectives of this year’s campaign to celebrate and thank individuals who donate blood and to encourage those who have not yet donated blood to start donating; to raise wider awareness that blood donation is an altruistic action that benefits all of society and that an adequate supply can only be ensured through regular donations by voluntary, unpaid blood donors; to highlight the need for committed, year-round blood donation, in order to maintain adequate supplies and achieve national self-sufficiency of blood; to focus attention on blood donation as an expression of community participation in the health system, and the importance of community participation in maintaining sufficient, safe and sustainable blood supplies; to promote the community values of blood donation in enhancing community solidarity and social cohesion and in in encouraging people to care for one another and build a caring community; to promote international collaboration and ensure worldwide dissemination of and consensus on the principles of voluntary non-remunerated donation, while increasing blood safety and availability Host for World Blood Donor Day 2018 events The host country for World Blood Donor Day 2018 is Greece, through the Hellenic National Blood Centre. The global event will be held in Athens on 14 June 2018."
1131,3,22 Oct 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
22 Oct 2019
  ·
  · Blood donation at K.Lumpur B. Sri Damansara 26 October
14
14
3 comments",14,Blood Donation,,Blood donation at K.Lumpur B. Sri Damansara 26 October
1132,,11 Nov 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
11 Nov 2019
  ·
  · Blood donation at K.Lumpur 17 November
14
14
14 shares",14,Blood Donation,14,Blood donation at K.Lumpur 17 November
1133,5,28 Jun 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
28 Jun 2019
  ·
  · Blood donation at Selangor 29 June
16
16
5 comments",16,Blood Donation,,Blood donation at Selangor 29 June
1134,,19 Sep 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
19 Sep 2019
  ·
  · Blood donation at K.Lumpur 20 Sept
11
11
6 shares",11,Blood Donation,6,Blood donation at K.Lumpur 20 Sept
1135,,4 Nov 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
4 Nov 2019
  ·
  · Blood donation at K.Lumpur 9 November
14
14
8 shares",14,Blood Donation,8,Blood donation at K.Lumpur 9 November
1136,,18 Jun 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
18 Jun 2019
  ·
  · Blood donation at Selangor and K.Lumpur 18-23 June
9
9
7 shares",9,Blood Donation,7,Blood donation at Selangor and K.Lumpur 18-23 June
1137,,6 Jul 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
6 Jul 2019
  ·
  · Blood donation at K.Lumpur Happy Garden 7 Julai
21
21
5 shares",21,Blood Donation,5,Blood donation at K.Lumpur Happy Garden 7 Julai
1138,1,8 Jul 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
8 Jul 2019
  ·
  · Blood donation at Selangor and K.Lumpur 9 Julai
13
13
1 comment",13,Blood Donation,,Blood donation at Selangor and K.Lumpur 9 Julai
1139,3,8 Oct 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
8 Oct 2019
  ·
  · Blood donation at Selangor and K.Lumpur 9 October
13
13
3 comments",13,Blood Donation,,Blood donation at Selangor and K.Lumpur 9 October
1140,3,15 Oct 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
15 Oct 2019
  ·
  · Blood donation Needed
8
8
3 comments",8,Blood Donation,,Blood donation Needed
1141,,17 Jun 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
17 Jun 2019
  ·
  · Blood donation at K.Lumpur 23 June
10
10
9 shares",10,Blood Donation,9,Blood donation at K.Lumpur 23 June
1142,5,7 Jun 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
7 Jun 2019
  ·
  · Today Blood donation at K.Lumpur
16
16
5 comments",16,Blood Donation,,Today Blood donation at K.Lumpur
1143,2,14 Jun 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
14 Jun 2019
  ·
  · Blood donation at K.Lumpur 16 June
13
13
2 comments",13,Blood Donation,,Blood donation at K.Lumpur 16 June
1144,1,15 Aug 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
15 Aug 2019
  ·
  · Blood donation at Selangor Klang 17 Aug
14
14
1 comment",14,Blood Donation,,Blood donation at Selangor Klang 17 Aug
1145,,1 Jun 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
1 Jun 2019
  ·
  · Blood donation at Selangor and K.Lumpur 2 June
11
11
6 shares",11,Blood Donation,6,Blood donation at Selangor and K.Lumpur 2 June
1146,1,21 Nov 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
21 Nov 2019
  ·
  · Blood donation at Selangor and K.Lumpur 22 November
8
8
1 comment",8,Blood Donation,,Blood donation at Selangor and K.Lumpur 22 November
1147,,18 Nov 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
18 Nov 2019
  ·
  · Blood donation at Selangor and K.Lumpur 19 November
9
9
1 share",9,Blood Donation,1,Blood donation at Selangor and K.Lumpur 19 November
1148,,9 Nov 2019,eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDE5XFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDE5LTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMTlcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDE5LTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAxOS0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAxOS0xMi0zMVxcXCJ9XCJ9In0,967436303383213,Malaysia Blood Donation Association,"Malaysia Blood Donation Association 马來西亚献血者协会
Page · 2K like this · Non-profit organisation
9 Nov 2019
  ·
  · Blood donation at Selangor and K.Lumpur 10 November
9
9
1 share",9,Blood Donation,1,Blood donation at Selangor and K.Lumpur 10 November
