UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Azril Ramli,@AzrilRamli30,2015-01-01T10:28:59.000Z,Banjir: KKM Mohon Orang Ramai Derma Darah: KUALA LUMPUR – Kementerian Kesihatan Malaysia (KKM) hari ini memint... http://bit.ly/1x7YZb5,,,,,,https://twitter.com/AzrilRamli30/status/550599558359547904
Zashnain Zainal,@bedlamfury,2015-01-01T11:40:30.000Z,#Banjir: KKM mohon orang ramai derma darah « Malaysia blood donation drive. http://bit.ly/1Aeh7Qd,,,1,,,https://twitter.com/bedlamfury/status/550617559259574272
Malaysia Agent,@malaysia_agent,2015-01-01T15:32:04.000Z,"Pemilik darah jenis A, AB diminta derma kerana bekalan kritikal http://ift.tt/1rFcjTk #malaysia",,,1,,,https://twitter.com/malaysia_agent/status/550675833443344384
linuxmalaysia (هاريسفازيللاه جامعل),@linuxmalaysia,2015-01-03T00:30:54.000Z,Semua jenis darah diperlukan. Kempen Derma Darah Kepada Rakyat Malaysia http://fb.me/3OjdU61WO,,,,,,https://twitter.com/linuxmalaysia/status/551173822536491009
Mohd Amir Nasution,@MohdAmirNasutio,2015-01-04T09:40:30.000Z,Derma darah untuk mangsa banjir. Katanya darah di sebelah Utara Malaysia memang kurang sangat-sangat… http://instagram.com/p/xbWZHyrl84/,,,,,,https://twitter.com/MohdAmirNasutio/status/551674522865504256
linuxmalaysia (هاريسفازيللاه جامعل),@linuxmalaysia,2015-01-02T07:57:29.000Z,Masa operasi Pusat Darah Negara Kementerian Kesihatan Malaysia dilanjutkan sepanjang bulan Januari ini. Jom derma... http://fb.me/3dqXqizbF,,,,,,https://twitter.com/linuxmalaysia/status/550923823462510592
mynewshubENG,@mynewshubENG,2015-01-01T10:02:53.000Z,Banjir: KKM Mohon Orang Ramai Derma Darah: KUALA LUMPUR – Kementerian Kesihatan Malaysia… http://goo.gl/fb/3D5uJb,,,,,,https://twitter.com/mynewshubENG/status/550592991392301058
Berita BM,@BeritaBM,2015-01-01T14:15:41.000Z,"Pemilik darah jenis A, AB diminta derma kerana bekalan kritikal http://bit.ly/1AjKBgR #beritabm #malaysia",,,,,,https://twitter.com/BeritaBM/status/550656610029158400
Berita BM,@BeritaBM,2015-01-07T15:52:30.000Z,Kempen derma darah mangsa banjir melebihi sasaran http://bit.ly/1AFnv4v #beritabm #malaysia,,,,,,https://twitter.com/BeritaBM/status/552855304426106880
KKMalaysia,@KKMPutrajaya,2015-01-06T04:08:05.000Z,KEMENTERIAN KESIHATAN MALAYSIA akan mengadakan Kempen Derma Darah Khas Untuk Membantu Mangsa Banjir Pantai Timur... http://fb.me/21hktzk6Q,,6,85,95,,https://twitter.com/KKMPutrajaya/status/552315642314227713
RTM Malaysia,@RTM_Malaysia,2015-01-06T05:57:36.000Z,Kempen Derma Darah untuk membantu penduduk terjejas banjir terutamanya di Pantai Timur akan berlangsung esok.... http://fb.me/6WXeMAVLH,,,2,1,,https://twitter.com/RTM_Malaysia/status/552343203090026496
Lan,@zailaniothman82,2015-01-06T11:24:10.000Z,KEMENTERIAN KESIHATAN MALAYSIA akn mngadakan Kempen Derma Darah Khas Utk Membantu Mangsa Banjir Pantai Timur... http://fb.me/21hktzk6Q #jp12,,,,,,https://twitter.com/zailaniothman82/status/552425385770905601
KKMalaysia,@KKMPutrajaya,2015-01-07T09:58:36.000Z,"KENYATAAN MEDIA MENTERI KESIHATAN MALAYSIA
SEMPENA PROGRAM KEMPEN DERMA DARAH UNTUK MEMBANTU MANGSA BANJIR PANTAI TIMUR

#KamiSediaMembantu",,,3,3,,https://twitter.com/KKMPutrajaya/status/552766243346718720
Buletin TV3,@BuletinTV3,2015-01-06T03:15:10.000Z,Kementerian Kesihatan Malaysia akan mengadakan Kempen Derma Darah Untuk Membantu Mangsa Banjir Pantai Timur bagi... http://fb.me/7pifWi322,,,4,4,,https://twitter.com/BuletinTV3/status/552302327181606913
V.Sivakumar,@Sivatronoh,2015-01-14T17:26:09.000Z,"Kempen Derma Darah Malaysia Hindu Sangam, Majlis Batu Gajah (11/1/2015) http://fb.me/6ZL0E3PCg",,,1,,,https://twitter.com/Sivatronoh/status/555415587032014848
Misiah Taib,@MisiahTaib,2015-01-13T15:24:08.000Z,"Jom derma darah utk bantu mangsa banjir, syabas 
@RTM_Malaysia",,,,,https://pbs.twimg.com/media/B7PV-d8CQAE1e5w?format=jpg&name=900x900,https://twitter.com/MisiahTaib/status/555022492788465665
RTD BIKERZ,@RTDBikerz,2015-01-14T15:37:50.000Z,"Replying to 
@JPJ_Malaysia“
@JPJ_Malaysia
: Kempen Derma Darah di 
@JPJPerlis
 jom raikan @SkuadM1JPJ 
@KP_JPJ
 @AKaprawi
 @liowtionglai
 @KSU_MOT
 ”",,,2,1,https://pbs.twimg.com/media/B7UfSbaCIAEHqjS?format=jpg&name=small,https://twitter.com/RTDBikerz/status/555388325343657986
RTM Malaysia,@RTM_Malaysia,2015-01-15T03:00:01.000Z,"Jemput datang beramai-ramai menyertai ""Kempen Derma Darah Untuk Pantai Timur"" mulai pukul 10.00 pagi hingga 4.00... http://fb.me/1TZwwE37R",,,1,1,,https://twitter.com/RTM_Malaysia/status/555560003038236674
RTM Malaysia,@RTM_Malaysia,2015-01-15T03:18:38.000Z,"Hari ini RTM Bikers Club dengan kerjasama Pusat Darah Negara menganjurkan ""Kempen Derma Darah Untuk Pantai Timur""... http://fb.me/1DvHHpx1f",,,,1,,https://twitter.com/RTM_Malaysia/status/555564687384117248
RTM Malaysia,@RTM_Malaysia,2015-01-15T04:37:48.000Z,"Sekitar Kempen Derma Darah anjuran RTM Bikers Club dan Pusat Darah Negara, bertempat di Foyer Wisma Radio,... http://fb.me/38jXqvPyB",,,,1,,https://twitter.com/RTM_Malaysia/status/555584610747555840
JPJ Malaysia,@JPJ_Malaysia,2015-01-14T15:19:42.000Z,Kempen Derma Darah di JPJ Perlis http://fb.me/1QGYAyp4S,,,1,1,,https://twitter.com/JPJ_Malaysia/status/555383763807772673
V.Sivakumar,@Sivatronoh,2015-01-14T17:30:45.000Z,"Syabas diucapkan kpd Hindu Sangam Malaysia, Majlis Batu Gajah kerana berjaya menganjurkan kempen derma darah di... http://fb.me/48exgNFfw",,,,,,https://twitter.com/Sivatronoh/status/555416743834050560
JPJ Malaysia,@JPJ_Malaysia,2015-01-14T15:22:48.000Z,"Kempen Derma Darah di 
@JPJPerlis
 jom raikan @SkuadM1JPJ 
@KP_JPJ
 @AKaprawi
 @liowtionglai
 @KSU_MOT",,1,1,1,https://pbs.twimg.com/media/B7UfSbaCIAEHqjS?format=jpg&name=small,https://twitter.com/JPJ_Malaysia/status/555384544262500353
ISMA - Ikatan Muslimin Malaysia,@ikatanmuslimin,2015-01-25T17:00:24.000Z,"BERITA | ISMA DHL dan I-Medik anjur Kempen Derma Darah

BANGI, 26 Jan– Ikatan Muslimin Malaysia Cawangan Hulu... http://fb.me/6jrIVErBW",,,1,1,,https://twitter.com/ikatanmuslimin/status/559395373647941632
malik j costa,@malikjcosta,2015-01-21T08:41:02.000Z,"derma darah???
selama ni aku ingatkan bank darah d hospital2 seluruh Malaysia menyimpan darah yang… http://instagram.com/p/yHA28BomMY/",,,,,,https://twitter.com/malikjcosta/status/557820149647286272
AF80,@andyfrasco80,2015-01-25T17:38:42.000Z,"ISMA DHL dan I-Medik anjur Kempen Derma Darah: BANGI, 26 Jan– Ikatan Muslimin Malaysia Cawangan Daerah Hulu La... http://bit.ly/1uMEG3G",,,,,,https://twitter.com/andyfrasco80/status/559405010031607808
,@sharatulaqma,2015-01-29T09:20:00.000Z,Bestnyee gas malaysia bt kempen derma darah .,💃,,1,1,,https://twitter.com/sharatulaqma/status/560729061379428352
KPM,@KemPendidikan,2015-02-05T06:21:05.000Z,Liputan Akhbar Utusan Malaysia (ruangan Hello Kampus) bertarikh 4 Februari 2015 - Program Derma Darah Politeknik... http://fb.me/4iOhOaXhh,,,,1,,https://twitter.com/KemPendidikan/status/563220748425527296
Berita BM,@BeritaBM,2015-02-22T03:43:34.000Z,Hospital Sibu sasar belia anjur kempen derma darah http://bit.ly/1B36uDr #beritabm #malaysia,,,,,,https://twitter.com/BeritaBM/status/569341704483966977
RTM Malaysia,@RTM_Malaysia,2015-02-22T05:36:31.000Z,Hospital Sibu menyasarkan untuk menjadikan golongan belia sebagai penganjur muda dalam kempen derma darah bagi... http://fb.me/46RHSDSuE,,,,,,https://twitter.com/RTM_Malaysia/status/569370126992195584
Berita BM,@BeritaBM,2015-02-22T03:08:42.000Z,Hospital Sibu sasar belia anjur kempen derma darah http://bit.ly/1B2XzSw #beritabm #malaysia,,,,,,https://twitter.com/BeritaBM/status/569332927827349504
Mutiara Iliya,@mutiarailiya,2015-02-22T03:11:14.000Z,"#malaysia - Hospital Sibu Sasar Belia Anjur Kempen Derma Darah: SIBU – Hospital Sibu menyasarka... http://bit.ly/1B2VKVK via 
@mynewshub",,,,,,https://twitter.com/mutiarailiya/status/569333564816257024
gerakgempur,@gerakgempur_10,2015-02-25T07:52:32.000Z,Sukacitanya dimaklumkan bahawa Wirawati Perkasa Malaysia akan menganjurkan Kempen Derma Darah dengan kerjasama... http://fb.me/2H1ohUjYP,,,,,,https://twitter.com/gerakgempur_10/status/570491520601735169
gerakgempur,@gerakgempur_10,2015-02-28T08:21:08.000Z,Kempen Derma Darah Anjuran Wirawati Perkasa Malaysia Bersama Pusat Darah Negara — feeling happy at Kelab Sultan... http://fb.me/2RS3CqeIK,,,,,,https://twitter.com/gerakgempur_10/status/571585883620683776
,@saishahbakri,2015-03-18T07:04:36.000Z,"Nak derma darah tapi darah tak cukup 
 (@ Library Level 1 in Malacca, Malaysia) https://swarmapp.com/c/eiEHWqmd9jp",🅰 🅱 😔,1,1,1,https://abs-0.twimg.com/emoji/v2/svg/1f614.svg,https://twitter.com/saishahbakri/status/578089605439721473
Lester Ng Kim Ho,@lesterngkimho,2015-04-09T02:36:22.000Z,"#USM #MPDCG #HariIni : Program Derma Darah @ Pusat Sejahtera, Universiti Sains Malaysia, dari jam 9… https://instagram.com/p/1PNXq1uJ8b/",,,,,,https://twitter.com/lesterngkimho/status/585994631751446528
MPD BPCG,@MPDBPCG,2015-04-09T02:31:54.000Z,"#USM #MPDCG #HariIni : Program Derma Darah @ Pusat Sejahtera, Universiti Sains Malaysia, dari jam 9… https://instagram.com/p/1PM2_dgu1H/",,,,,,https://twitter.com/MPDBPCG/status/585993507912822784
RELA Kota Belud,@Rela_Kbelud,2015-04-20T04:59:40.000Z,"Kempen Derma Darah Sempena Program Semarak Komuniti 1 Malaysia 
@samasuddin_sab
 @rela_sabah",,,5,1,https://pbs.twimg.com/media/CDApTKrVAAAiln2?format=jpg&name=small,https://twitter.com/Rela_Kbelud/status/590016961964212224
Sann_Jimbau,@SannJimbau,2015-04-26T08:29:41.000Z,"26/4-Kmpn Derma Darah anjran Telekom Malaysia Berhad 
@relaserian
 @RELA_Sarawak
 @relamalaysia",,,8,,https://pbs.twimg.com/media/CDgSvSdUgAAkEyG?format=jpg&name=360x360,https://twitter.com/SannJimbau/status/592244143448981504
Nor Azman bin Abdul,@mankalimoi,2015-04-26T09:28:42.000Z,"RT""
@SannJimbau
: 26/4-Kmpn Derma Darah anjran Telekom Malaysia Berhad 
@relaserian
 @RELA_Sarawak
 @relamalaysia
 """,,,,,https://pbs.twimg.com/media/CDgSvSdUgAAkEyG?format=jpg&name=360x360,https://twitter.com/mankalimoi/status/592258994699304961
W A W A,@Lailatul_Azwa,2015-05-09T06:50:06.000Z,Wahhh...ayah sedang derma darah sempena Hari Bomba Malaysia...banyak dah bagi darah tu...bukti di… https://instagram.com/p/2c6QLSAs2T/,,,,,,https://twitter.com/Lailatul_Azwa/status/596930121342328832
natassha maznan,@tasyachelsi,2015-05-10T11:12:18.000Z,"Kalau jadi balik malaysia, before that kena pergi derma darah dulu..dah dekat setahun tak derma",,,,,,https://twitter.com/tasyachelsi/status/597358495625814016
Mutiara Iliya,@mutiarailiya,2015-05-10T13:32:48.000Z,"#malaysia - Program Derma Darah Polis Johor Sasar 200 Penderma: JOHOR BAHRU – Polis Johor menya... http://bit.ly/1zPQDbj via 
@mynewshub",,,,,,https://twitter.com/mutiarailiya/status/597393854954745856
Pasukan bomba sukarela felda sahabat,@felda_sahabat,2015-05-06T05:47:48.000Z,SURAT JEMPUTAN PROGRAM DERMA DARAH DARI JABATAN SUKARELAWAN MALAYSIA ( RELA ) DAERAH LAHAD DATU DAN FELDA SAHABAT.,,,2,4,https://pbs.twimg.com/media/CETNu6DXIAAVLYN?format=jpg&name=900x900,https://twitter.com/felda_sahabat/status/595827280997416960
ZHJ,@ZahrulHisyam,2015-05-12T08:19:50.000Z,First time derma darah. @ KYB-UMW MALAYSIA SDN BHD https://instagram.com/p/2ky6MhJh_E/,,,,1,,https://twitter.com/ZahrulHisyam/status/598039869164789760
Penerangan Johor,@japenjohor,2015-05-18T07:45:05.000Z,"Kempen Derma Darah Anjuran Jabatan Kimia Malaysia, Negeri Johor pd 19 Mei 2015,9.00 pg #JP02 
@hhbjutawan
 @amannurul
 @ibrahman
 @JauharOnline",,,1,1,,https://twitter.com/japenjohor/status/600205450714304514
linuxmalaysia (هاريسفازيللاه جامعل),@linuxmalaysia,2015-05-20T07:39:50.000Z,"Dipetik dari Blood Bank Hospital Umum Sarawak

Untuk Kempen Derma Darah Kepada Rakyat Malaysia

Pertemuan singkat... http://fb.me/6DpiktWXK",,,,,,https://twitter.com/linuxmalaysia/status/600928904170332160
azizan,@azizan9084,2015-05-21T08:35:30.000Z,"PEMUDA UMNO MALAYSIA Derma Darah: KOTA BAHARU, 21 Mei — Panglima Briged Kelapan Infantri, Brig Jen Datuk ... http://bit.ly/1K49zTV #jdt",,,,,,https://twitter.com/azizan9084/status/601305301015400448
linuxmalaysia (هاريسفازيللاه جامعل),@linuxmalaysia,2015-05-21T10:25:36.000Z,Hari penderma darah. Kempen Derma Darah Kepada Rakyat Malaysia http://fb.me/7o4hHOvf4,,,,,,https://twitter.com/linuxmalaysia/status/601333010332569600
CIDB Malaysia,@CIDB_Malaysia,2015-05-22T07:49:37.000Z,"Kempen Derma Darah Sempena Minggu Keselamatan & Kesihatan Pekerjaan 2015 CIDB MALAYSIA, Menara Dato' Onn PWTC.
https://goo.gl/Oqi3rK",,,2,,,https://twitter.com/CIDB_Malaysia/status/601656142666731520
RTM Malaysia,@RTM_Malaysia,2015-05-25T04:47:31.000Z,"Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my utk maklumat lanjut. 
@DGHisham",,,1,1,https://pbs.twimg.com/media/CF02KabVAAEEIXz?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/602697478798901249
Mad,@EzzatEmirMJ,2015-05-27T00:55:47.000Z,"Derma darah (@ Dewan Bandaraya Kuala Lumpur in Kuala Lumpur, Malaysia) https://swarmapp.com/c/3ISuFc4QQFV",,,,,,https://twitter.com/EzzatEmirMJ/status/603363936474365953
BN Malaysia,@BNMalaysia,2015-05-28T04:30:01.000Z,"Kempen Derma Darah Pra Ramadhan Anjuran Alumni MRSM Malaysia (ANSARA) akan diadakan pada 12, 13 dan 14 Jun 2015... http://fb.me/1Lt1zDxyr",,,2,,,https://twitter.com/BNMalaysia/status/603780239269957632
Suhaila MdZalan,@suhailamdzalan,2015-05-26T07:37:19.000Z,"RT 
@RTM_Malaysia
: Jom! Derma darah. Knjngi Pusat Darah Negara @ layari http://pdn.gov.my  utk maklumat lanjut.  """,,,,,https://pbs.twimg.com/media/CF6Z-adUIAAM4qz?format=jpg&name=small,https://twitter.com/suhailamdzalan/status/603102601035427840
RTM Malaysia,@RTM_Malaysia,2015-05-29T07:36:43.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,1,5,1,https://pbs.twimg.com/media/CGKDQDbUYAE0RUr?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/604189614107045888
RTM Malaysia,@RTM_Malaysia,2015-06-02T01:06:36.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my    utk maklumat lanjut.,,1,2,2,https://pbs.twimg.com/media/CGdQUTqVAAAcq2p?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/605540986677100544
Suhaila MdZalan,@suhailamdzalan,2015-06-02T01:48:32.000Z,"RT 
@RTM_Malaysia
 Jom! Derma darah.Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my utk maklumat lanjut.",,1,2,,https://pbs.twimg.com/media/CGdQUTqVAAAcq2p?format=jpg&name=small,https://twitter.com/suhailamdzalan/status/605551539801853952
RTM Malaysia,@RTM_Malaysia,2015-06-04T02:34:16.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,,2,1,https://pbs.twimg.com/media/CGn3j-nUgAEAXBZ?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/606287825097482240
Berita BM,@BeritaBM,2015-06-06T19:35:19.000Z,"BORNEO: Orang ramai dipelawa meriahkan Hari Derma Darah Sedunia, 14 Jun http://bit.ly/1QA6tct #BeritaBM #Malaysia",,,,,,https://twitter.com/BeritaBM/status/607269556944437248
Berita BM,@BeritaBM,2015-06-08T16:22:44.000Z,300 anggota bomba Terengganu derma darah http://bit.ly/1JDlNVq #BeritaBM #Malaysia,,,,,,https://twitter.com/BeritaBM/status/607945866251345920
Mutiara Iliya,@mutiarailiya,2015-06-05T10:48:27.000Z,"#malaysia - Hari Derma Darah Di Tasik Titiwangsa: KUALA LUMPUR – Pusat Darah Negara akan mengad... http://bit.ly/1IorbwI via 
@mynewshub",,,,,,https://twitter.com/mutiarailiya/status/606774576781991937
RTM Malaysia,@RTM_Malaysia,2015-06-08T08:31:27.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my    utk maklumat lanjut.,,,1,1,https://pbs.twimg.com/media/CG9vrPaVAAE7dC3?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/607827264839938048
DTN Malaysia,@DTNMalaysia,2015-06-06T17:46:15.000Z,"DTN Malaysia: Orang ramai dipelawa meriahkan Hari Derma Darah Sedunia, 14 Jun: SIBU: Orang awam dijemput untuk... http://bit.ly/1MdTn3j",,,,,,https://twitter.com/DTNMalaysia/status/607242108227878913
Sultan KL,@shazmitito,2015-06-10T04:56:56.000Z,"Replying to 
@twt_malaysia@twt_malaysia
 First time derma darah my left hand turned blue black for two weeks wei and im left handed btw.Tak tahu la salah teknik ke apa",,1,,,,https://twitter.com/shazmitito/status/608498055894056961
Rakyat: KP Gynae Penang,@twt_malaysia,2015-06-10T03:37:45.000Z,Dermalah darah.,,7,6,2,,https://twitter.com/twt_malaysia/status/608478127803760640
ʃɑfɪk,@ichbinSyafiq,2015-06-10T03:55:27.000Z,"@twt_malaysia
 nak derma darah tapi nurse tak bagi.",,,,,,https://twitter.com/ichbinSyafiq/status/608482582192381953
Pijahhhhhhhhhhhhh Manis,@pijahygchumil,2015-06-10T03:44:36.000Z,"Replying to 
@twt_malaysia@twt_malaysia
 lepas derma darah boleh gemuk ehh? ",😅,,,1,https://abs-0.twimg.com/emoji/v2/svg/1f605.svg,https://twitter.com/pijahygchumil/status/608479850421215233
aziemah,@aziemahrusidi,2015-06-13T03:08:57.000Z,Derma darah & skuad Harimau Malaysia in Aeon Bukit Tinggi what are you waiting forrrr ,🐝 🐝,1,,,https://abs-0.twimg.com/emoji/v2/svg/1f41d.svg,https://twitter.com/aziemahrusidi/status/609558043433373697
,@kjm01sh522,2015-06-10T03:54:28.000Z,"Replying to 
@twt_malaysia@twt_malaysia
 nk derma darah nurse kata tak cukop darah :/",,,,,,https://twitter.com/kjm01sh522/status/608482334074114048
Pijahhhhhhhhhhhhh Manis,@pijahygchumil,2015-06-10T04:19:22.000Z,"Replying to 
@nazrinsaad@nazrinsaad
 @twt_malaysia
 lagi berat lagi banyak?",,2,,,,https://twitter.com/pijahygchumil/status/608488599944712192
Nazrin,@nazrinsaad,2015-06-10T04:25:16.000Z,"@pijahygchumil
 @twt_malaysia
 Paling menakutkan masa derma darah masa dia inject ja. Kalau dari bank darah dia inject bius. Tak rasa apa pun.",,2,1,1,,https://twitter.com/nazrinsaad/status/608490086305513473
ELEANOR.EMRAN,@aiyueeben,2015-06-10T03:50:45.000Z,"Replying to 
@twt_malaysia@twt_malaysia
 baru sekali cuba. Nervous jugak time tu.

Btl ke blh gemok lps derma darah.",,1,,,,https://twitter.com/aiyueeben/status/608481400908562433
Rakyat: KP Gynae Penang,@twt_malaysia,2015-06-10T03:56:21.000Z,"Ini sia tak pasti. Semua urang tak sama, lepas sia derma, takde selera pula.Quote Tweet
Nazrin
@nazrinsaad
 · Jun 10, 2015
Replying to @twt_malaysia
@twt_malaysia @pijahygchumil Boleh jadi gemuk sebab lepas derma darah orang rasa kena banyak makan untuk ganti darah.",,2,1,1,https://pbs.twimg.com/profile_images/1091393106451193857/lgGv6qPu_mini.jpg,https://twitter.com/twt_malaysia/status/608482808475041792
Nazrin,@nazrinsaad,2015-06-10T03:59:04.000Z,"@twt_malaysia
 @pijahygchumil
 Masa menderma aku tak gemuk pun. Ni dah lama tak derma baru naik berat. Bukan salah derma darah guys. Haha",,1,1,2,,https://twitter.com/nazrinsaad/status/608483491479711744
Berita Malaysia,@BeritaMalaysia_,2015-06-14T13:00:18.000Z,"Hanya 2.2% Rakyat Malaysia ""Sudi"" Derma Darah http://kedahnews.com/2015/06/hanya-22-rakyat-malaysia-sudi-derma.html…",,,,,,https://twitter.com/BeritaMalaysia_/status/610069251861315584
Rakyat: KP Gynae Penang,@twt_malaysia,2015-06-10T03:46:58.000Z,"Itu rumours palsu ja. Sebenarnya yang sebalik yang berlaku, beratmu turun sampai darah tu datang kembali.Quote Tweet
Pijahhhhhhhhhhhhh Manis
@pijahygchumil
 · Jun 10, 2015
Replying to @twt_malaysia
@twt_malaysia lepas derma darah boleh gemuk ehh? ",😅,1,3,2,https://pbs.twimg.com/profile_images/1237696424470401025/v4MIq_Um_mini.jpg,https://twitter.com/twt_malaysia/status/608480446574407680
Nazrin,@nazrinsaad,2015-06-10T03:53:12.000Z,"@twt_malaysia
 @pijahygchumil
 Boleh jadi gemuk sebab lepas derma darah orang rasa kena banyak makan untuk ganti darah.",,,,2,,https://twitter.com/nazrinsaad/status/608482014774341632
RTM Malaysia,@RTM_Malaysia,2015-06-11T09:24:23.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,,1,,https://pbs.twimg.com/media/CHNYj4WUwAAcnQL?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/608927749273571328
makuro,@makuro48,2015-06-10T03:39:50.000Z,"twt_malaysia: Haha, tapi curator ni dulu ayam juga derma darah. Langsung tak berani tengok tu jarum. #KCA #VoteJKT48ID",,,,,,https://twitter.com/makuro48/status/608478653345886208
RTM Malaysia,@RTM_Malaysia,2015-06-12T05:42:03.000Z,Sorang penderma daran boleh menyelamatkan 3 nyawa. Jom sertai kempen derma darah sempena Sambutan Hari Penderma... http://fb.me/3wZGaof5g,,,1,,,https://twitter.com/RTM_Malaysia/status/609234187464376320
P012Jerai,@P012Jerai,2015-06-14T13:00:15.000Z,"Hanya 2.2% Rakyat Malaysia ""Sudi"" Derma Darah http://fb.me/3j8DqN4a9",,,,,,https://twitter.com/P012Jerai/status/610069237881827328
Rakyat: KP Gynae Penang,@twt_malaysia,2015-06-10T03:38:11.000Z,"Haha, tapi curator ni dulu ayam juga derma darah. Langsung tak berani tengok tu jarum.",,8,1,1,,https://twitter.com/twt_malaysia/status/608478236465635328
DukeofUMNO,@DukeofUMNO,2015-06-14T13:00:19.000Z,"Hanya 2.2% Rakyat Malaysia ""Sudi"" Derma Darah http://kedahnews.com/2015/06/hanya-22-rakyat-malaysia-sudi-derma.html…",,,,,,https://twitter.com/DukeofUMNO/status/610069256022065152
Najib Kamsani | ALVA,@najibkamsani,2015-06-15T16:46:59.000Z,"Replying to 
@Xannthra@Xannthomas 
@twt_malaysia
 tumpang tanya. Kat mana eh nak derma darah?",,,,,,https://twitter.com/najibkamsani/status/610488685251788800
ahmad arfi,@DOUBLE_EXE,2015-06-15T11:18:09.000Z,"hanya 2.2% rakyat malaysia yg menderma darah.

mahu salahkan siapa?lay man tiada usaha mahu datang ke unit derma... http://fb.me/7yeKEdjg9",,,,,,https://twitter.com/DOUBLE_EXE/status/610405932934152192
Mohd Izam Hassan,@surfme61,2015-06-17T04:29:32.000Z,"Selesai sesi Derma Darah sebanyak 450 pint. Hanya 2.2% rakyat Malaysia yang berderma. Dari jumlah itu, Bank Darah... http://fb.me/w4CJboRJ",,,,,,https://twitter.com/surfme61/status/611027876692017153
RTM Malaysia,@RTM_Malaysia,2015-06-18T01:01:45.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,,5,,https://pbs.twimg.com/media/CHvopSmUEAA589s?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/611337972265267200
RTM Malaysia,@RTM_Malaysia,2015-06-16T03:15:12.000Z,#SPM Edisi 16 Jun 2015 (Selasa) DERMA DARAH DAN HARI TANPA ROKOK https://youtube.com/watch?v=pn098CtgxDo…,,,1,,,https://twitter.com/RTM_Malaysia/status/610646780141670400
RTM Malaysia,@RTM_Malaysia,2015-06-24T05:19:49.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my untuk maklumat lanjut.,,,4,2,https://pbs.twimg.com/media/CIPdQFfUsAA8z-y?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/613577244569530368
Wibowo Chooh,@WChooh,2015-06-25T07:42:01.000Z,"Alhamdulillah...walaupun panas,lepas derma/donor darah tetep puasa ...di HQ malaysia timur.",,,,,https://pbs.twimg.com/media/CIVHDytUwAAr7or?format=jpg&name=small,https://twitter.com/WChooh/status/613975418060705792
RTM Malaysia,@RTM_Malaysia,2015-06-29T02:29:09.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my utk maklumat lanjut.,,,2,2,https://pbs.twimg.com/media/CIomI5cUwAAfuBr?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/615346235340226560
Jhr Mazlan,@Mazlan8978,2015-07-02T02:36:35.000Z,"Jom! Derma darah.Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my   utk maklumat lanjut.  
@Zainudin1S
 #Jauharku 
@RTM_Malaysia",,,1,,,https://twitter.com/Mazlan8978/status/616435267164065793
RTM Malaysia,@RTM_Malaysia,2015-06-30T02:16:48.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my utk maklumat lanjut.,,,10,4,https://pbs.twimg.com/media/CIts5nQUMAAuV2d?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/615705513012006912
Jhr Mazlan,@Mazlan8978,2015-07-05T00:43:29.000Z,"Jom! Derma darah.Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my   utk maklumat lanjut.  
@Zainudin1S
 #Jauharku 
@RTM_Malaysia",,,,,,https://twitter.com/Mazlan8978/status/617493968385912832
RELA DAERAH RANTAU PANJANG,@RELA_RANTAUPNJG,2015-07-14T01:11:22.000Z,"Info/Aktiviti

Tajuk: Program Kempen Derma Darah Malam Bulan Ramadhan 2015 
Jabatan Sukarelawan Malaysia (RELA)... http://fb.me/4UdTZJAAx",,,1,,,https://twitter.com/RELA_RANTAUPNJG/status/620762478377447424
